ALLSKY_KT,WS2M,T2M,PS,WS10M,QV2M,RH2M
0.00932325,1.7368885,-8.54831868,0.328809,2.07382765,0.18284136,22.3836187
-0.00067675,0.1068885,-7.21831868,0.338809,0.22382765,-5.85715864,-6.98638129
-0.00067675,1.2068885,-7.64831868,0.698809,1.48382765,-3.16715864,5.45361871
-0.03067675,1.6968885,-12.5183187,0.288809,2.09382765,1.22284136,33.2036187
-0.03067675,-0.1031115,-12.7483187,0.628809,-0.41617235,1.34284136,35.0736187
0.03932325,-1.7631115,-8.27831868,0.218809,-2.00617235,-5.06715864,1.26361871
0.03932325,0.0768885,-8.12831868,0.018809,0.27382765,-5.79715864,-3.54638129
0.03932325,-0.0531115,-8.11831868,-0.241191,0.13382765,-5.30715864,-1.42638129
0.04932325,0.1568885,-7.67831868,-0.251191,0.38382765,-4.20715864,1.45361871
0.05932325,1.5568885,-9.16831868,0.138809,2.07382765,-2.37715864,13.1436187
0.00932325,-0.1231115,-7.67831868,0.178809,0.09382765,-4.45715864,1.64361871
-0.07067675,-2.3731115,-6.24831868,-0.011191,-2.69617235,-3.65715864,0.01361871
0.06932325,-0.7331115,-5.11831868,-0.251191,-0.64617235,-4.08715864,-5.11638129
0.07932325,-0.0231115,-6.31831868,-0.351191,0.23382765,-5.54715864,-8.23638129
0.02932325,-0.6131115,-7.02831868,-0.141191,-0.56617235,-6.52715864,-8.98638129
0.04932325,0.8068885,-7.46831868,0.298809,1.17382765,-5.36715864,-4.11638129
0.17932325,1.2168885,-9.62831868,0.658809,1.44382765,-2.49715864,11.6436187
0.14932325,-1.5731115,-4.81831868,0.248809,-1.80617235,-2.00715864,4.82361871
0.07932325,-1.1431115,-3.96831868,0.348809,-1.29617235,-2.25715864,1.26361871
0.04932325,1.0268885,-2.72831868,0.178809,1.36382765,1.34284136,14.8836187
0.07932325,0.9168885,-2.56831868,-0.181191,1.23382765,0.43284136,9.64361871
0.06932325,-0.0831115,-3.05831868,-0.431191,0.05382765,-1.33715864,1.70361871
0.26932325,-1.0131115,-2.86831868,-0.251191,-1.06617235,-2.55715864,-5.61638129
-0.01067675,1.3068885,-3.46831868,0.018809,1.74382765,-1.03715864,3.95361871
0.02932325,1.3768885,-3.95831868,-0.021191,1.78382765,-1.58715864,3.38361871
0.04932325,1.2068885,-5.01831868,-0.081191,1.47382765,-0.36715864,10.1436187
0.03932325,0.4468885,-4.74831868,-0.381191,0.63382765,-1.76715864,3.88361871
0.05932325,0.9468885,-5.33831868,-0.681191,1.26382765,-2.98715864,-1.17638129
0.04932325,0.3868885,-4.45831868,-0.771191,0.63382765,-3.22715864,-4.35638129
0.03932325,-0.0731115,-3.40831868,-0.581191,0.07382765,-1.94715864,-1.17638129
0.04932325,0.4668885,-3.45831868,-0.351191,0.71382765,-3.29715864,-7.73638129
0.06932325,0.2368885,-4.11831868,-0.091191,0.37382765,-2.92715864,-3.85638129
0.02932325,-0.2631115,-4.50831868,0.168809,-0.22617235,-2.98715864,-3.61638129
0.04932325,-2.4431115,-7.33831868,0.668809,-2.84617235,-6.28715864,-6.67638129
-0.04067675,-0.5331115,-7.65831868,0.378809,-0.47617235,-3.53715864,4.88361871
-0.06067675,-0.0031115,-6.94831868,0.038809,0.21382765,-3.53715864,4.01361871
0.03932325,0.3268885,-8.35831868,0.238809,0.58382765,-4.45715864,2.57361871
0.03932325,-2.3531115,-6.92831868,0.388809,-2.73617235,-7.62715864,-14.0463813
-0.05067675,0.1668885,-8.88831868,0.468809,0.35382765,-6.40715864,-6.92638129
-0.06067675,1.0168885,-11.0083187,0.688809,1.13382765,-2.74715864,11.5736187
-0.01067675,-0.6231115,-12.5583187,1.108809,-1.07617235,1.40284136,35.3836187
-0.07067675,-1.1531115,-7.88831868,0.798809,-1.21617235,-3.77715864,5.57361871
-0.07067675,-1.1031115,-7.27831868,0.288809,-1.15617235,-5.79715864,-5.48638129
-0.05067675,1.1168885,-9.98831868,0.408809,1.50382765,-6.22715864,-1.35638129
0.02932325,0.1768885,-8.24831868,0.198809,0.36382765,-8.47715864,-13.4263813
-0.03067675,-0.0631115,-7.66831868,0.268809,0.14382765,-7.74715864,-13.4263813
-0.00067675,-1.8331115,-6.79831868,0.148809,-2.04617235,-6.52715864,-10.1163813
-0.00067675,-1.4431115,-6.23831868,-0.191191,-1.59617235,-2.55715864,5.64361871
0.00932325,0.4068885,-4.52831868,-0.341191,0.63382765,-1.03715864,7.20361871
-0.03067675,0.7268885,-5.48831868,-0.311191,1.05382765,-2.92715864,0.64361871
-0.03067675,-0.4231115,-5.85831868,-0.241191,-0.30617235,-3.77715864,-2.11638129
0.00932325,-0.1831115,-6.03831868,-0.211191,-0.04617235,-5.06715864,-6.54638129
-0.00067675,-0.3231115,-5.71831868,-0.301191,-0.22617235,-5.91715864,-11.7963813
-0.01067675,-0.6931115,-5.40831868,-0.181191,-0.69617235,-5.06715864,-9.23638129
0.03932325,-0.5131115,-5.67831868,0.088809,-0.47617235,-5.24715864,-8.42638129
-0.01067675,-0.1531115,-5.90831868,0.098809,-0.09617235,-5.61715864,-9.98638129
-0.00067675,-0.1831115,-5.66831868,-0.191191,-0.06617235,-5.30715864,-9.42638129
-0.01067675,1.1268885,-5.91831868,-0.221191,1.51382765,-4.99715864,-6.92638129
0.01932325,1.8768885,-5.71831868,0.158809,2.35382765,-4.87715864,-6.92638129
0.12932325,1.1568885,-6.90831868,0.428809,1.53382765,-2.55715864,7.57361871
-0.04067675,0.8768885,-4.70831868,0.258809,1.23382765,-1.94715864,4.20361871
-0.00067675,1.1268885,-3.93831868,0.328809,1.57382765,-2.86715864,-2.92638129
0.02932325,0.6668885,-4.63831868,0.168809,0.94382765,-3.10715864,-2.42638129
-0.01067675,1.3168885,-10.6483187,0.368809,1.66382765,-2.00715864,16.5736187
0.01932325,0.7968885,-9.69831868,0.168809,1.09382765,-4.51715864,7.26361871
-0.03067675,0.4568885,-8.17831868,0.158809,0.73382765,-7.50715864,-9.73638129
