ALLSKY_KT,WS2M,T2M,PS,WS10M,QV2M,RH2M
0.00932325,0.3768885,-6.33831868,-0.211191,0.48382765,-2.19715864,5.32361871
-0.07067675,1.3368885,-5.81831868,-0.281191,1.53382765,-0.60715864,10.7036187
-0.05067675,1.2868885,-7.23831868,-0.011191,1.65382765,0.18284136,17.1436187
0.02932325,-0.1231115,-5.87831868,0.048809,-0.09617235,-2.61715864,1.01361871
0.03932325,-0.7531115,-4.89831868,0.038809,-0.82617235,-1.88715864,1.70361871
0.03932325,-1.6831115,-4.56831868,-0.101191,-1.93617235,-2.49715864,-1.23638129
0.00932325,-0.5731115,-4.92831868,-0.061191,-0.57617235,-4.02715864,-7.85638129
-0.03067675,-0.8831115,-5.62831868,-0.091191,-1.01617235,-4.20715864,-6.85638129
0.03932325,-0.1331115,-4.94831868,-0.281191,-0.06617235,-3.04715864,-3.04638129
0.03932325,-0.6331115,-5.03831868,-0.361191,-0.68617235,-2.92715864,-2.11638129
0.10932325,-0.1931115,-4.98831868,-0.351191,-0.11617235,-1.76715864,1.88361871
0.03932325,0.4968885,-5.23831868,-0.391191,0.71382765,-2.00715864,1.57361871
0.10932325,1.1768885,-6.14831868,-0.201191,1.49382765,-1.39715864,7.57361871
0.02932325,1.8068885,-7.29831868,0.058809,2.24382765,0.92284136,21.7636187
0.01932325,1.6968885,-8.08831868,0.298809,2.17382765,0.31284136,21.7636187
-0.04067675,1.2768885,-8.33831868,0.538809,1.64382765,-0.97715864,16.7036187
0.03932325,-0.7331115,-6.45831868,0.388809,-0.74617235,-3.59715864,0.32361871
0.10932325,-0.7031115,-5.95831868,-0.031191,-0.68617235,-1.45715864,8.95361871
-0.05067675,0.4968885,-5.93831868,-0.151191,0.79382765,-1.58715864,7.95361871
-0.04067675,0.2168885,-6.56831868,-0.031191,0.46382765,-1.33715864,11.2036187
-0.03067675,1.3368885,-7.67831868,0.018809,1.74382765,-1.70715864,11.0736187
0.03932325,1.1568885,-8.06831868,0.008809,1.52382765,-1.64715864,13.1436187
-0.02067675,0.7968885,-7.79831868,-0.181191,1.03382765,-2.07715864,10.0136187
0.02932325,1.8568885,-9.43831868,-0.151191,2.22382765,0.00284136,21.8836187
0.01932325,1.9568885,-11.5983187,0.068809,2.27382765,2.20284136,34.6436187
-0.02067675,0.6268885,-14.1683187,0.258809,0.52382765,2.56284136,39.7636187
0.02932325,-0.4131115,-9.07831868,-0.021191,-0.47617235,-1.45715864,17.1436187
0.03932325,-0.5331115,-6.82831868,-0.201191,-0.49617235,-2.80715864,4.88361871
0.03932325,-0.4331115,-5.78831868,-0.271191,-0.36617235,-2.74715864,2.38361871
-0.11067675,-0.7331115,-6.00831868,-0.231191,-0.74617235,-2.92715864,2.45361871
-0.04067675,-0.9931115,-5.70831868,-0.221191,-1.03617235,-3.96715864,-3.23638129
-0.01067675,0.0268885,-6.60831868,-0.011191,0.17382765,-3.96715864,-2.54638129
-0.00067675,-0.3231115,-6.52831868,0.298809,-0.29617235,-4.20715864,-3.92638129
0.01932325,-0.1231115,-6.72831868,0.228809,-0.11617235,-4.26715864,-3.67638129
0.01932325,-0.2031115,-7.95831868,0.028809,-0.22617235,-3.77715864,-0.85638129
-0.01067675,1.2368885,-11.1183187,0.168809,1.57382765,-1.52715864,15.2036187
